lemma	category	level
mucha mierda	qas	conservative
mueble	cds	inclusive
mujerzuela	pr	inclusive
muncher alfombra	qas	conservative
musculoca	om	inclusive
más me crece	qas	conservative
más negro que los cojones de un burro	ps	conservative
méndiga	is	conservative
méndigo	is	conservative
métetelo por el culo	qas	conservative
nabo	or	inclusive
naca	ps	inclusive
naco	ps	inclusive
nacos	ps	inclusive
nai	qas	conservative
napa	cds	inclusive
narcolombia	rci	inclusive
narcolombiano	ps	inclusive
nardo	qas	conservative
nayiliber	dmc	inclusive
nazi	qas	conservative
nazionalismo	dmc	inclusive
nazionalista	dmc	inclusive
nazis	qas	conservative
ndeara	qas	conservative
negra	ps	inclusive
negrata	ps	inclusive
negratas	ps	inclusive
negro	ps	inclusive
negrolombia	rci	inclusive
negrolombiano	ps	inclusive
negros	ps	inclusive
nenaza	om	conservative
neomonja	cds	inclusive
nepe	qas	conservative
ni cagando	qas	conservative
ni en pedo	qas	conservative
ni puta idea	qas	conservative
niche	qas	inclusive
niggers	qas	conservative
niñato	cds	inclusive
niñatos	cds	inclusive
niñita	cds	inclusive
niñito	cds	inclusive
niño rata	dmc	inclusive
no digas mamadas	qas	conservative
no jodas	qas	conservative
no mames	qas	conservative
no te jode	qas	conservative
no tener cojones	qas	conservative
no tener huevos	qas	conservative
no tener madre	qas	conservative
no tener ni puta idea	qas	conservative
nopor	qas	conservative
normi	dmc	inclusive
novelón	cds	inclusive
npi	qas	conservative
oaxaquita	ps	inclusive
ocho	qas	conservative
ocote	qas	conservative
ofendidito	dmc	inclusive
ojete	cds	conservative
olé tus cojones	qas	conservative
onvre	ddp	inclusive
opa	qas	inclusive
orate	ddp	inclusive
orgasimo	qas	conservative
orgasmo	qas	conservative
orgasmos	qas	conservative
orina	qas	conservative
orinando	qas	conservative
orto	qas	conservative
otorongo	an	inclusive
pachorriento	qas	inclusive
paco	pa	inclusive
pacos	pa	inclusive
pacotillero	pa	inclusive
pagapensiones	is	inclusive
paguita	is	inclusive
paisucho	rci	inclusive
paja	qas	conservative
paja mental	qas	conservative
pajarraco	asm	inclusive
pajera	pa	conservative
pajero	pa	conservative
pajeros	pa	conservative
pajilla	qas	conservative
pajillero	qas	conservative
pajilleros	qas	conservative
pajote	qas	conservative
pajuelear	qas	conservative
palestino	ps	inclusive
palestinos	ps	inclusive
paleta	ddp	inclusive
paleto	ddp	inclusive
paletos	ddp	inclusive
pallaringa	qas	conservative
palmero	rci	inclusive
palo	asm	conservative
palomo	qas	conservative
palos	asm	conservative
palurdo	ddp	inclusive
pambol	cds	inclusive
panchito	ps	conservative
pandejo	dmc	inclusive
panocha	asf	conservative
panzanocha	asf	conservative
papa	asf	conservative
papaya	qas	conservative
papelejo	cds	inclusive
papelero	qas	conservative
papelucho	cds	inclusive
papirola	asm	conservative
papo	asf	conservative
paquetón	cds	inclusive
paqui	ps	inclusive
para	cds	inclusive
paraco	re	inclusive
parar	qas	conservative
pardillo	ddp	inclusive
pardillos	ddp	inclusive
pargo	om	conservative
parir	qas	conservative
pasquín	cds	inclusive
patería	qas	conservative
pato	om	inclusive
payo	ps	inclusive
payoponi	ps	inclusive
payos	ps	inclusive
pechocha	cds	inclusive
pedo	qas	conservative
pedorro	qas	conservative
pedorros	qas	conservative
pedos	qas	conservative
peer	qas	conservative
pelar	qas	conservative
peligro amarillo	ps	inclusive
pelota	qas	conservative
pelotas	qas	conservative
pelotudazo	qas	conservative
pelotudear	qas	conservative
pelotudeces	qas	conservative
pelotudez	qas	conservative
pelotudo	qas	conservative
pelotudos	qas	conservative
peluche	qas	conservative
pelusa	qas	conservative
pelársela	qas	conservative
pendeja	qas	conservative
pendejada	qas	conservative
pendejadas	qas	conservative
pendejear	qas	conservative
pendejerú	qas	conservative
pendejez	qas	conservative
pendejismo	qas	conservative
pendejistán	rci	inclusive
pendejo	qas	conservative
pendejos	qas	conservative
pene	asm	conservative
penes	asm	conservative
pepero	dmc	inclusive
pequeñajo	ddf	inclusive
perder aceite	om	inclusive
perder el culo	qas	conservative
perkin	dmc	inclusive
peroncho	ps	inclusive
peronia	rci	inclusive
perra	an	conservative
perras	an	conservative
perro	an	inclusive
perro follador	qas	conservative
perrodista	pa	inclusive
perroflauta	is	inclusive
perroflautas	is	inclusive
perros	an	inclusive
perruano	ps	inclusive
perruanos	ps	inclusive
perrú	ps	inclusive
peruanada	qas	inclusive
peruca	ps	inclusive
perucas	ps	inclusive
perukistaní	rci	inclusive
perukistán	rci	inclusive
perusalén	rci	inclusive
peruyork	rci	inclusive
pervertido	qas	conservative
pervertidos	qas	conservative
pesetero	dmc	inclusive
pezón	qas	conservative
pica	an	inclusive
picacódigo	pa	inclusive
picapleitos	pa	inclusive
picha	asm	conservative
pichar	asm	conservative
pichula	asm	conservative
pico	an	inclusive
pija	asm	conservative
pijas	asm	conservative
pijazal	qas	conservative
pijazo	qas	conservative
pijeada	qas	conservative
pijeado	qas	conservative
pijo	asm	conservative
pijoprogre	dmc	inclusive
pinchazo	qas	conservative
pinchazos	qas	conservative
pinche	qas	conservative
pinches	qas	conservative
pinchito	qas	conservative
pincho	qas	conservative
pinchísimo	qas	conservative
pinga	asm	conservative
pintamonas	qas	inclusive
pipero	re	inclusive
pipián	om	conservative
pipope	rci	inclusive
pirata	re	inclusive
piricuaco	qas	inclusive
pirobo	qas	conservative
piruja	qas	conservative
pis	qas	conservative
pisar	qas	conservative
pisser	qas	conservative
pita	asm	conservative
pitillo	qas	conservative
pitiyanqui	dmc	inclusive
pito	asm	conservative
pitos	asm	conservative
planchabragas	dmc	inclusive
plandemia	dmc	inclusive
playo	om	inclusive
plumilla	pa	inclusive
plumífero	pa	inclusive
plátano	qas	conservative
poblachón	rci	inclusive
pobrezolano	is	inclusive
pobrezuela	is	inclusive
pocho	ps	inclusive
podemita	dmc	inclusive
podemitas	dmc	inclusive
polaco	ps	inclusive
polacos	ps	inclusive
poligonera	is	inclusive
poligonero	is	inclusive
politiqués	dmc	inclusive
polizonte	pa	inclusive
polla	asm	conservative
pollada	asm	conservative
pollas	asm	conservative
pollazo	asm	conservative
polvo	asm	conservative
poner mirando pa' cuenca	qas	conservative
ponerle	qas	conservative
popola	qas	conservative
populacho	is	inclusive
por el culo te la hinco	qas	conservative
por las puras huevas	qas	conservative
por las putas	cds	conservative
porno	qas	conservative
pornografía	qas	conservative
poronga	asm	conservative
poser	dmc	inclusive
potorro	qas	conservative
preciosismo	dmc	inclusive
prelefa	qas	conservative
preñada	qas	inclusive
preñado	qas	inclusive
progre	dmc	inclusive
progres	dmc	inclusive
prostituta	pr	conservative
prostitutas	pr	conservative
pube	qas	conservative
pucha	qas	conservative
puchaina	qas	conservative
pucta	cds	inclusive
pueblucho	rci	inclusive
puerco	an	inclusive
puercos	an	inclusive
pun	qas	conservative
pupusa	asm	conservative
pupusear	qas	conservative
pupusiada	qas	conservative
pupusona	qas	conservative
pupusuda	qas	conservative
puta	pr	conservative
puta de quinta	pr	conservative
puta la huevada	qas	conservative
puta la wea	qas	conservative
puta madre	qas	conservative
puta que te parió	qas	conservative
putada	an	inclusive
putamadral	qas	conservative
putarrajal	qas	conservative
putas	pr	conservative
putazo	cds	conservative
putaña	qas	conservative
putañear	qas	conservative
putañero	qas	conservative
puteada	qas	conservative
putear	qas	conservative
puterío	pr	conservative
putimadral	qas	conservative
putivuelta	qas	conservative
putiza	qas	conservative
puto	cds	conservative
putos	cds	conservative
putria	rci	conservative
putón verbenero	qas	conservative
puñal	om	inclusive
puñales	om	inclusive
puñeta	qas	conservative
puñetas	qas	conservative
puñetero	asm	conservative
puñeteros	asm	conservative
pájaro carpintero	qas	conservative
que te cagas	qas	conservative
que te den por el culo	qas	conservative
que te folle un pez	qas	conservative
que te follen	qas	conservative
que te jodan	cds	conservative
quejas	qas	conservative
quemar	dmc	inclusive
queque	qas	conservative
querer cagar más arriba del culo	qas	conservative
queso	qas	conservative
quimbar	qas	conservative
quinto coño	qas	conservative
quitavidas	re	inclusive
qué carajo	qas	conservative
qué pedo	qas	conservative
qué puñetas	qas	conservative
qué tienen que ver los cojones con comer trigo	qas	conservative
qué verga	qas	conservative
racista	qas	conservative
racistas	qas	conservative
radfem	dmc	inclusive
raja	asf	conservative
ralea	is	inclusive
ramera	pr	inclusive
rancia	dmc	inclusive
rancio	dmc	inclusive
rancios	dmc	inclusive
rapazuelo	cds	inclusive
rarito	om	inclusive
rascacazuelas	qas	inclusive
rasputín	dmc	inclusive
rata	svp	inclusive
ratas	svp	inclusive
reata	asm	conservative
reatazo	qas	conservative
reconchasumadre	qas	conservative
recto	qas	conservative
refanfinflarse	cds	inclusive
refrito	cds	inclusive
remilgado	dmc	inclusive
república bananera	rci	inclusive
retagil	ddp	inclusive
retajil	ddp	inclusive
retardado	ddp	inclusive
reventar	qas	conservative
revisionismo	dmc	inclusive
rezadera	dmc	inclusive
ricacho	dmc	inclusive
ricachón	dmc	inclusive
rimming	qas	conservative
robacunas	dmc	inclusive
roco	ddf	inclusive
rojipardismo	dmc	inclusive
rojipardo	dmc	inclusive
rojo	ps	inclusive
rojos	ps	inclusive
rolo	rci	inclusive
rompeculos	om	conservative
romper las pelotas	qas	conservative
roto	is	inclusive
ruca	ddf	inclusive
ruco	ddf	inclusive
sabihondo	dmc	inclusive
sabihondos	dmc	inclusive
saco de hueva	qas	conservative
saco de mierda	qas	conservative
saco wea	qas	conservative
salame	qas	inclusive
salchicha	qas	conservative
salir de la polla	qas	conservative
salir de los cojones	qas	conservative
saltamuros	ps	conservative
salvatrucho	ps	inclusive
sanamabiche	qas	conservative
sangriento	qas	conservative
sangrientos	qas	conservative
santurrón	dmc	inclusive
sapo	an	inclusive
sayuelo	om	inclusive
secuaces	qas	inclusive
secuaz	qas	inclusive
semen	qas	conservative
senderista	dmc	inclusive
sentón	qas	conservative
separata	dmc	inclusive
separrata	dmc	inclusive
sereguete	qas	conservative
sexo	qas	conservative
sexo débil	qas	inclusive
sexo oral	qas	conservative
señora	dmc	inclusive
señoro	dmc	inclusive
shit	qas	conservative
shute	qas	conservative
sidoso	ddf	inclusive
sidático	ddf	inclusive
sidótico	qas	inclusive
siete	qas	conservative
sifrino	dmc	inclusive
sin arcada no hay mamada	qas	conservative
singar	qas	conservative
skank	qas	conservative
slop	dmc	inclusive
smegma	qas	conservative
so	cds	inclusive
sociata	dmc	inclusive
sologripista	dmc	inclusive
solterona	dmc	inclusive
solterón	dmc	inclusive
sonsonetudo	ddp	inclusive
soplagaitas	qas	conservative
soplanucas	om	conservative
soplapollas	qas	conservative
soplapolleces	qas	conservative
soplapollez	qas	conservative
soplar la vela	qas	conservative
sorete	qas	conservative
soretes	qas	conservative
subnormal	ddp	inclusive
subnormales	ddp	inclusive
sucursalismo	dmc	inclusive
sudaca	ps	conservative
sudacas	ps	conservative
sudar	qas	conservative
suelta	cds	inclusive
suelto	cds	inclusive
sádico	qas	conservative
tamal	re	conservative
tamare	qas	conservative
tanate	qas	conservative
tata	qas	conservative
tecato	re	inclusive
telebasura	dmc	inclusive
tenducho	is	inclusive
tener agarrado por los cojones	qas	conservative
tener huevos	qas	conservative
terfa	dmc	inclusive
terminales mediáticas	dmc	inclusive
terruco	dmc	inclusive
testamento	cds	inclusive
testículo	asm	conservative
teta	asf	conservative
tetamen	asf	conservative
tetas	asf	conservative
tetas grandes	asf	conservative
teto	asf	conservative
tetunte	cds	inclusive
tienducha	is	inclusive
tinterillo	pa	inclusive
tiparraco	cds	inclusive
tipeja	cds	inclusive
tipejo	cds	inclusive
tiraflechas	ps	inclusive
tiranuelo	dmc	inclusive
tirar	asm	conservative
tirar el fideo	qas	conservative
tirar la goma	qas	conservative
tirón	qas	conservative
tizón	qas	conservative
tocar los cojones	qas	conservative
tocar los huevos	qas	conservative
tocársela	qas	conservative
todólogo	pa	inclusive
tolete	qas	conservative
tolili	ddp	inclusive
tomar por culo	qas	conservative
tongo	dmc	inclusive
tonta	ddp	inclusive
tonto	ddp	inclusive
tonto del culo	ddp	conservative
tontopollas	ddp	conservative
tontos	ddp	inclusive
torta	cds	inclusive
tortillera	om	inclusive
toto	qas	conservative
trabajar como un negro	ps	inclusive
tragacionista	dmc	inclusive
tragaperras	dmc	inclusive
tragasables	qas	conservative
trans	qas	inclusive
transexual	qas	conservative
trasto	svp	inclusive
trastos	svp	inclusive
trava	om	inclusive
travelo	qas	conservative
travelos	qas	conservative
travesaño	cds	inclusive
travesti	om	conservative
travestis	om	conservative
tribunal prostitucional	dmc	inclusive
trilero	dmc	inclusive
trio	qas	conservative
trolo	om	conservative
trucha	qas	inclusive
truño	qas	conservative
tu madre	cds	inclusive
tuche	qas	conservative
tula	qas	conservative
turca	asm	inclusive
turco	asm	inclusive
turquear	qas	conservative
turro	ddp	inclusive
tutumpote	dmc	inclusive
tía buena	qas	conservative
tócate los cojones	qas	conservative
ultroso	dmc	inclusive
un carajo	qas	conservative
un chingo	qas	conservative
un huevo	qas	conservative
un huevo y parte del otro	qas	conservative
una mierda	qas	conservative
untuoso	dmc	inclusive
urbanita	dmc	inclusive
uribestia	dmc	inclusive
uropa	rci	inclusive
vaca	pr	inclusive
vacas	pr	inclusive
vaco	pr	inclusive
vagina	asf	conservative
vaina	qas	conservative
valer verga	qas	conservative
valeverguista	qas	conservative
vejestorio	ddf	inclusive
vejezuela	ddf	inclusive
vela güira	cds	inclusive
vendida	dmc	inclusive
vendido	dmc	inclusive
vendidos	dmc	inclusive
veneca	ps	inclusive
veneco	ps	inclusive
venecos	ps	inclusive
verga	asm	conservative
vergar	asm	conservative
vergas	asm	conservative
vergatario	asm	conservative
vergazal	qas	conservative
vergazo	asm	conservative
vergo	qas	conservative
vergota	qas	conservative
vergueada	qas	conservative
verguear	qas	conservative
vergón	qas	conservative
vete a chingar	cds	inclusive
vete a la mierda	qas	conservative
vete a la verga	qas	conservative
vete a tomar por culo	qas	conservative
vete y jódete	qas	conservative
viagra	qas	conservative
viejujo	ddf	inclusive
vientre de alquiler	pr	inclusive
villera	is	inclusive
villero	is	inclusive
villeros	is	inclusive
violaciones	re	conservative
violación	re	conservative
violador	re	conservative
violadores	re	conservative
vividor	dmc	inclusive
vividores	dmc	inclusive
volar la raja	qas	conservative
volar verga	qas	conservative
vulva	qas	conservative
wang	qas	conservative
wawi	qas	conservative
wea	qas	conservative
weas	qas	conservative
wekereke	cds	inclusive
weona	qas	inclusive
weones	qas	inclusive
weón	qas	inclusive
whitexican	ps	inclusive
wtf	qas	conservative
x clasificado	qas	conservative
xxx	qas	conservative
y una polla	qas	conservative
yacer	qas	conservative
yanacona	ps	inclusive
yegua	an	inclusive
yeguas	an	inclusive
yira	pr	inclusive
zorra	pr	conservative
zorras	pr	conservative
zorrear	qas	conservative
zorrilla	an	inclusive
zorrillo	an	inclusive
zurdo	dmc	inclusive
zurdos	dmc	inclusive
zurullo	qas	conservative
ñacañaca	qas	conservative
ñajo	cds	inclusive
ñaña	qas	inclusive
ñefle	asm	conservative
ñera	is	inclusive
ñero	is	inclusive
ñeros	is	inclusive
ñora	cds	inclusive
ñoras	cds	inclusive
ñordo	dmc	conservative
ñuñuco	asm	conservative
ñángara	dmc	inclusive
único y detergente	cds	inclusive
