lemma	category	level
towelheads	ps	conservative
trailer park trash	is	inclusive
trailer trash	is	inclusive
tramp	pr	inclusive
tramps	pr	inclusive
trannies	om	conservative
trannoid	om	conservative
trannoids	om	conservative
tranny	om	conservative
tranny chaser	om	conservative
trannycock	om	conservative
trannycocks	om	conservative
trannyism	om	conservative
trannyisms	om	conservative
trans-identified female	om	inclusive
trans-identified male	om	inclusive
transgenderism	om	inclusive
transgenderisms	om	inclusive
trash	cds	inclusive
trashes	cds	inclusive
trashy	cds	inclusive
tree nigger	ps	conservative
troid	om	conservative
troids	om	conservative
troon	om	conservative
troon out	om	conservative
trooner	om	conservative
trooners	om	conservative
troonism	om	inclusive
troonisms	om	inclusive
troons	om	conservative
trumptards	dmc	inclusive
turd	cds	inclusive
turds	cds	inclusive
twat	asf	inclusive
twathead	asf	inclusive
twatheads	asf	inclusive
twats	asf	inclusive
twatties	asf	inclusive
twatty	asf	inclusive
twatwaffle	asf	inclusive
twatwaffles	asf	inclusive
twink	om	inclusive
twinks	om	inclusive
twunt	cds	inclusive
twunts	cds	inclusive
uglies	ddf	inclusive
ugly	ddf	inclusive
ukrop	ps	conservative
ukrops	ps	conservative
uncle tom	ps	conservative
uncle tomahawk	ps	conservative
unclefucker	asm	inclusive
unclefuckers	asm	inclusive
unfuckable	asm	inclusive
vag	asf	inclusive
vags	asf	inclusive
virgin	qas	inclusive
virgins	qas	inclusive
wang	asm	inclusive
wangs	asm	inclusive
wanker	asm	inclusive
wankers	asm	inclusive
watermelon felon	ps	conservative
weenie	asm	inclusive
weenies	asm	inclusive
weirdo	qas	inclusive
weirdos	qas	inclusive
wench	pr	inclusive
wenches	pr	inclusive
wetback	ps	conservative
wetbacks	ps	conservative
whigger	ps	conservative
whiggers	ps	conservative
white devil	ps	conservative
white nigger	ps	conservative
white power	ps	conservative
white trash	is	conservative
whiteskin	ps	inclusive
whiteskinned	ps	inclusive
whiteskins	ps	inclusive
whitey	ps	conservative
whiteys	ps	conservative
whitoid	ps	conservative
whitoids	ps	conservative
whore	pr	conservative
whoreface	pr	inclusive
whorefaces	pr	inclusive
whorefucker	asm	inclusive
whorefuckers	asm	inclusive
whorehouse	pr	inclusive
whorehouses	pr	inclusive
whores	pr	conservative
wigger	ps	conservative
wiggers	ps	conservative
wog	ps	conservative
wogs	ps	conservative
woolly-headed	ps	conservative
wop	ps	conservative
wops	ps	conservative
worthless	qas	inclusive
wuss	qas	inclusive
wusses	qas	inclusive
yank	ps	inclusive
yanks	ps	inclusive
yard ape	ps	conservative
yarpie	ps	inclusive
yarpies	ps	inclusive
yellow nigger	ps	conservative
yid	ps	conservative
yids	ps	conservative
yobbo	is	inclusive
yobbos	is	inclusive
ziggaboo	ps	conservative
ziggaboos	ps	conservative
zio	ps	conservative
ziojew	ps	conservative
ziojews	ps	conservative
zionist entity	ps	inclusive
zios	ps	conservative
zip coon	ps	conservative
zipperhead	ps	conservative
zipperheads	ps	conservative
